,State,County,City,Street,Zipcode,Property_Type,Status,Price,Year_Built,Beds,Bath,Sqft,Acre,Lot Area,HOA Due,School_rating,WalkScore,Bike_Score,Garage_availability,Redfin_estimate
953,CA,Alameda-County,Castro Valley,2868 Jennifer Dr,94546,Single Family Residential,New,"1,023,888",1965,3.0,2.0,2317.0,"2,317Sq Ft","6,762 Sq. Ft.",,8,41,26.0,Yes,"1,034,829"
954,CA,Alameda-County,Union City,280 Oahu Cir,94587,Mobile/Manufactured Home,New,"220,000",1965,2.0,2.0,1440.0,"1,440Sq Ft",,,8,1,45.0,Yes,"220,240"
955,CA,Alameda-County,Oakland,199 Montecito Ave #206,94610,Condo,Active,"365,000",1971,1.0,1.0,625.0,625Sq Ft,"10,800 Sq. Ft.",,8,92,80.0,Yes,"365,251"
956,CA,Alameda-County,Oakland,3021 75Th Ave,94605,Single Family Residential,New,"899,000",1962,3.0,3.0,2492.0,"2,492Sq Ft","3,404 Sq. Ft.",,4,64,32.0,Yes,"946,417"
957,CA,Alameda-County,NEWARK,7776 Hazelnut Dr,94560,Single Family Home,Active,"1,350,000",1964,4.0,3.0,2417.0,"2,417Sq Ft","6,693 Sq. Ft.",,7,35,44.0,Yes,"1,381,968"
958,CA,Alameda-County,Fremont,839 Nina Way,94539,Single Family Residential,New,"2,698,000",1974,4.0,4.0,3057.0,"3,057Sq Ft","7,910 Sq. Ft.",,9,53,48.0,Yes,"2,710,659"
959,CA,Alameda-County,Fremont,3501 Birchwood Ter #312,94536,Condo,New,"579,900",1984,2.0,2.0,988.0,988Sq Ft,243 Sq. Ft.,,9,69,64.0,No,"581,246"
960,CA,Alameda-County,Oakland,874 36th St,94608,Multi-Family (2-4 Unit),New,"1,016,888",1912,5.0,4.0,2766.0,"2,766Sq Ft","4,891 Sq. Ft.",,7,88,91.0,No,"1,045,112"
961,CA,Alameda-County,Fremont,45158 Tom Blalock St #204,94539,Condo,New,"1,355,120",2023,2.0,2.0,1678.0,"1,678Sq Ft",,,7,23,62.0,Yes,
962,CA,Alameda-County,Oakland,1509 41st,94601,Single Family Residential,Active,"499,000",1922,3.0,2.0,1200.0,"1,200Sq Ft","3,500 Sq. Ft.",,4,95,80.0,Yes,"531,578"
963,CA,Alameda-County,Hayward,21062 Gary Dr #314,94546,Condo,New,"529,000",1980,3.0,2.0,1218.0,"1,218Sq Ft","1,218 Sq. Ft.",,5,54,36.0,Yes,"547,795"
964,CA,Alameda-County,Oakland,215 Hunter Ave,94603,Single Family Residential,Price Change,"539,900",1943,3.0,1.0,782.0,782Sq Ft,"4,212 Sq. Ft.",,3,52,57.0,Yes,"542,579"
965,CA,Alameda-County,Berkeley,2439 Roosevelt Ave,94703,Multi-Family (2-4 Unit),New,"1,500,000",1908,7.0,5.0,2215.0,"2,215Sq Ft","2,550 Sq. Ft.",,8,81,94.0,No,"1,617,201"
966,CA,Alameda-County,FREMONT,4881 Bryce Canyon Park Dr,94538,Single Family Home,Active,"1,399,000",1963,3.0,2.0,1347.0,"1,347Sq Ft","5,900 Sq. Ft.",,7,46,49.0,Yes,"1,415,781"
967,CA,Alameda-County,FREMONT,1380 Striper Cmn,94536,Condo,Active,"1,198,000",1996,3.0,2.5,1610.0,"1,610Sq Ft",,,8,54,77.0,Yes,"1,200,818"
968,CA,Alameda-County,Albany,1129 Portland Ave,94706,Single Family Residential,New,"875,000",1951,2.0,1.0,884.0,884Sq Ft,"2,600 Sq. Ft.",,9,93,98.0,Yes,"911,138"
969,CA,Alameda-County,Oakland,7350 Holly St,94621,Single Family Residential,New,"675,000",1926,4.0,2.0,1523.0,"1,523Sq Ft","3,150 Sq. Ft.",,5,73,68.0,Yes,"693,580"
970,CA,Alameda-County,Berkeley,2512 9Th St #10,94710,Condo,New,"850,000",1925,1.0,1.0,1244.0,"1,244Sq Ft","1,073 Sq. Ft.",,8,87,95.0,No,"865,836"
971,CA,Alameda-County,Berkeley,2211 Mckinley Ave,94703,Single Family Residential,New,"1,475,000",1919,3.0,2.0,1507.0,"1,507Sq Ft","5,200 Sq. Ft.",,8,92,99.0,Yes,"1,582,992"
972,CA,Alameda-County,Piedmont,12 Sotelo Ave,94611,Single Family Residential,New,"3,688,000",1941,5.0,4.5,4200.0,"4,200Sq Ft","9,840 Sq. Ft.",,9,13,8.0,Yes,"4,071,950"
973,CA,Alameda-County,Alameda,1 Barker Ct,94501,Single Family Residential,New,"1,198,800",1998,3.0,2.5,1622.0,"1,622Sq Ft","2,399 Sq. Ft.",,7,86,89.0,Yes,"1,216,077"
974,CA,Alameda-County,Hayward,1510 E St #22,94541,Condo,Active,"498,000",1974,2.0,2.0,1120.0,"1,120Sq Ft",0.95 Acres,,5,54,26.0,Yes,"501,650"
975,CA,Alameda-County,Berkeley,2635 Mathews St,94702,Single Family Residential,New,"1,170,000",1912,3.0,2.0,1235.0,"1,235Sq Ft","2,120 Sq. Ft.",,8,87,90.0,Yes,"1,168,204"
976,CA,Alameda-County,Oakland,579 57Th St,94609,Single Family Residential,New,"1,395,000",1932,5.0,2.0,2497.0,"2,497Sq Ft","4,183 Sq. Ft.",,8,92,90.0,Yes,"1,401,880"
977,CA,Alameda-County,Oakland,5918 Taft Ave,94618,Single Family Residential,New,"1,449,000",1913,3.0,1.5,1340.0,"1,340Sq Ft","4,160 Sq. Ft.",,8,75,63.0,No,"1,776,024"
978,CA,Alameda-County,PLEASANTON,647 Saint Francis Way,94566,Townhouse,Active,"965,000",1984,3.0,2.5,1540.0,"1,540Sq Ft","1,088 Sq. Ft.",,9,68,61.0,Yes,"969,235"
979,CA,Alameda-County,Oakland,1520 Union St,94607-2221,Single Family Residential,New,"949,000",1911,3.0,2.0,1414.0,"1,414Sq Ft","7,425 Sq. Ft.",,7,84,97.0,Yes,"1,038,654"
980,CA,Alameda-County,Oakland,1201 Pine St #465,94607,Condo,Active,"495,000",2009,1.0,1.0,781.0,781Sq Ft,2.72 Acres,,7,67,83.0,Yes,"496,593"
981,CA,Alameda-County,Oakland,5223 Coronado Ave,94618,Single Family Residential,New,"1,049,000",1917,3.0,1.0,1287.0,"1,287Sq Ft","2,970 Sq. Ft.",,7,94,74.0,Yes,"1,362,074"
982,CA,Alameda-County,FREMONT,39078 Guardino Dr #106,94538,Condo,Active,"498,000",1990,1.0,1.0,693.0,693Sq Ft,,,7,45,64.0,Yes,
983,CA,Alameda-County,Oakland,1115 72Nd Ave,94621,Single Family Residential,New,"600,000",1948,3.0,2.0,1389.0,"1,389Sq Ft","4,500 Sq. Ft.",,5,76,66.0,Yes,"609,748"
984,CA,Alameda-County,Union City,4836 Christine Ct,94587,Single Family Residential,New,"1,150,000",1975,3.0,2.0,1374.0,"1,374Sq Ft","9,179 Sq. Ft.",,8,9,50.0,Yes,"1,164,178"
985,CA,Alameda-County,Berkeley,680 Vincente Ave,94707,Single Family Residential,New,"2,691,000",1923,6.0,6.0,4269.0,"4,269Sq Ft","6,175 Sq. Ft.",,8,89,67.0,Yes,"2,903,413"
986,CA,Alameda-County,San Lorenzo,16032 Via Descanso,94580,Single Family Residential,New,"749,000",1944,3.0,1.0,1000.0,"1,000Sq Ft","5,000 Sq. Ft.",,4,72,64.0,Yes,"762,321"
987,CA,Alameda-County,Livermore,4692 Gerrilyn Way,94550,Single Family Residential,New,"1,349,000",1993,4.0,3.0,2472.0,"2,472Sq Ft","8,272 Sq. Ft.",,7,38,67.0,Yes,"1,364,621"
988,CA,Alameda-County,Castro Valley,18426 Carlwyn Dr,94546,Single Family Residential,New,"1,200,000",1956,4.0,2.5,2118.0,"2,118Sq Ft","5,200 Sq. Ft.",,8,43,17.0,Yes,"1,222,036"
989,CA,Alameda-County,HAYWARD,30021 Mountain View Dr,94544,Single Family Home,Active,"1,698,000",2018,4.0,3.0,2734.0,"2,734Sq Ft","3,609 Sq. Ft.",,3,15,7.0,Yes,"1,794,715"
990,CA,Alameda-County,Oakland,10530 Stella St,94605,Single Family Residential,Active,"1,099,888",2007,5.0,3.5,2892.0,"2,892Sq Ft","4,821 Sq. Ft.",,4,26,24.0,Yes,"1,143,238"
991,CA,Alameda-County,Pleasanton,850 Gray Fox Cir,94566,Single Family Residential,Active,"3,898,000",1989,5.0,4.5,4626.0,"4,626Sq Ft",1.15 Acres,,9,6,11.0,Yes,"3,895,400"
992,CA,Alameda-County,Livermore,5291 Lilac Ave,94551,Single Family Residential,New,"849,000",1971,3.0,2.0,1040.0,"1,040Sq Ft","6,000 Sq. Ft.",,7,20,61.0,Yes,"871,156"
993,CA,Alameda-County,Oakland,525 - 527 Oakland Ave,94611,Multi-Family (2-4 Unit),Active,"1,675,000",1909,6.0,5.0,2625.0,"2,625Sq Ft","6,299 Sq. Ft.",,7,80,69.0,Yes,"1,609,276"
994,CA,Alameda-County,Oakland,10500 Beverly Ave,94603,Single Family Residential,New,"749,000",1931,3.0,2.0,1508.0,"1,508Sq Ft","4,356 Sq. Ft.",,3,72,74.0,Yes,"781,364"
995,CA,Alameda-County,Castro Valley,19841 Edwin Markham Dr,94552,Single Family Residential,New,"1,049,000",1985,3.0,2.0,1852.0,"1,852Sq Ft","6,666 Sq. Ft.",,9,9,19.0,Yes,"1,075,539"
996,CA,Alameda-County,Oakland,2620 Bartlett,94602,Single Family Residential,New,"729,000",1922,2.0,1.0,984.0,984Sq Ft,"5,125 Sq. Ft.",,5,65,64.0,Yes,"810,154"
997,CA,Alameda-County,Dublin,3307 Longmeadow Pl,94568,Single Family Residential,New,"1,780,000",2000,4.0,2.5,2366.0,"2,366Sq Ft","5,352 Sq. Ft.",,9,34,45.0,Yes,"1,787,709"
998,CA,Alameda-County,Hayward,25550 Southwick Dr #102,94544,Condo,New,"575,000",1990,2.0,1.0,1040.0,"1,040Sq Ft",2.49 Acres,,5,73,65.0,Yes,"575,120"
999,CA,Alameda-County,Oakland,503 Lancaster St #3,94601,Townhouse,New,"795,000",2006,1.0,2.0,1870.0,"1,870Sq Ft","6,863 Sq. Ft.",,5,86,89.0,Yes,
1000,CA,Alameda-County,Hayward,30518 Prestwick Ave,94544,Single Family Residential,New,"998,888",1955,3.0,2.0,2020.0,"2,020Sq Ft","7,480 Sq. Ft.",,3,70,50.0,Yes,"998,492"
1001,CA,Alameda-County,Fremont,36345 Frobisher Dr,94536,Single Family Residential,Active,"1,200,000",1956,4.0,2.0,1599.0,"1,599Sq Ft","6,609 Sq. Ft.",,7,49,47.0,Yes,"1,208,003"
1002,CA,Alameda-County,SAN LEANDRO,14684 Cypress St,94579,Single Family Home,Active,"939,000",1953,3.0,2.0,1694.0,"1,694Sq Ft","5,130 Sq. Ft.",,8,47,60.0,Yes,"945,342"
1003,CA,Alameda-County,BERKELEY,0 Panoramic Pl,94704,Residential Development Land,Active,"199,000",1953,,,,—Sq Ft,"5,312 Sq. Ft.",,8,30,30.0,No,
1004,CA,Alameda-County,Castro Valley,4253 Moreland Dr,94546,Single Family Residential,New,"949,888",1953,4.0,2.5,1715.0,"1,715Sq Ft","5,750 Sq. Ft.",,8,51,32.0,Yes,"969,016"
1005,CA,Alameda-County,Oakland,4424 Camden,94619,Single Family Residential,Active,"700,000",1945,2.0,1.0,1182.0,"1,182Sq Ft","4,399 Sq. Ft.",,5,82,46.0,Yes,"719,865"
1006,CA,Alameda-County,Berkeley,2322 Eighth St,94710,Single Family Residential,New,"959,000",1907,2.0,2.0,1144.0,"1,144Sq Ft","3,240 Sq. Ft.",,8,92,95.0,Yes,"1,125,506"
1007,CA,Alameda-County,OAKLAND,7607 Hillside St,94605,Single Family Home,Active,"550,000",1926,2.0,1.0,888.0,888Sq Ft,"2,470 Sq. Ft.",,4,80,64.0,Yes,"555,794"
1008,CA,Alameda-County,Oakland,1410 Wood St,94607,Single Family Residential,New,"1,095,000",2017,3.0,2.5,1845.0,"1,845Sq Ft","1,928 Sq. Ft.",,7,67,83.0,Yes,"1,213,934"
1009,CA,Alameda-County,Union City,2499 Balmoral St,94587,Single Family Residential,New,"1,398,000",1967,4.0,3.0,3374.0,"3,374Sq Ft","9,765 Sq. Ft.",,8,63,45.0,Yes,"1,398,217"
1010,CA,Alameda-County,Oakland,6320 Rocky Point Ct,94605,Townhouse,Active,"988,000",2012,4.0,3.0,2468.0,"2,468Sq Ft","2,089 Sq. Ft.",,4,13,15.0,Yes,"1,087,928"
1011,CA,Alameda-County,San Leandro,2338 W W Ave 133rd,94577,Single Family Residential,New,"785,000",1941,2.0,2.0,862.0,862Sq Ft,"7,479 Sq. Ft.",,5,74,79.0,Yes,"787,749"
1012,CA,Alameda-County,Livermore,1062 Lambaren Ave,94551,Single Family Residential,Active,"749,000",1941,3.0,1.0,982.0,982Sq Ft,"5,000 Sq. Ft.",,7,84,82.0,Yes,"754,047"
1013,CA,Alameda-County,Oakland,817 Henry St,94607,Single Family Residential,New,"589,000",1920,1.0,1.0,740.0,740Sq Ft,"1,100 Sq. Ft.",,7,82,99.0,No,"589,916"
1014,CA,Alameda-County,Pleasanton,6082 Allbrook Cir,94588,Single Family Residential,New,"1,700,000",1967,5.0,3.0,2326.0,"2,326Sq Ft","7,317 Sq. Ft.",,9,53,76.0,Yes,"1,696,705"
1015,CA,Alameda-County,LIVERMORE,5960 Greenwood Cmn,94550,Single Family Home,Active,"1,149,999",2002,3.0,2.5,1751.0,"1,751Sq Ft","2,924 Sq. Ft.",,7,27,63.0,Yes,"1,182,437"
1016,CA,Alameda-County,Oakland,5700 CABOT Dr,94611,Single Family Residential,New,"1,595,000",1941,4.0,2.5,2228.0,"2,228Sq Ft","7,168 Sq. Ft.",,8,76,36.0,Yes,"1,953,278"
1017,CA,Alameda-County,San Lorenzo,17041 Via Andeta,94580-3101,Single Family Residential,New,"599,000",1944,3.0,1.0,1480.0,"1,480Sq Ft","5,000 Sq. Ft.",,4,70,64.0,Yes,"612,344"
1018,CA,Alameda-County,Berkeley,2057 Emerson St,94703,Residential Income,Active,"1,299,000",1900,4.0,2.0,2359.0,"2,359Sq Ft","5,250 Sq. Ft.",,8,94,98.0,Yes,"1,277,343"
1019,CA,Alameda-County,Oakland,655 12Th St #223,94607,Condo,New,"650,000",2003,2.0,2.0,1070.0,"1,070Sq Ft",0.68 Acres,,7,96,90.0,Yes,"649,944"
1020,CA,Alameda-County,Hayward,27753 La Porte Ave,94545,Single Family Residential,New,"838,000",1955,3.0,2.0,1000.0,"1,000Sq Ft","5,000 Sq. Ft.",,5,27,56.0,Yes,
1021,CA,Alameda-County,Pleasanton,4759 Mchenry Gate Way,94566,Single Family Residential,New,"1,878,000",1984,4.0,3.0,2050.0,"2,050Sq Ft","7,810 Sq. Ft.",,9,34,72.0,Yes,"1,941,190"
1022,CA,Alameda-County,Oakland,3546 3548 Gray St,94601,Multi-Family (2-4 Unit),New,"815,000",1922,,,1392.0,"1,392Sq Ft","3,000 Sq. Ft.",,4,77,57.0,Yes,"818,171"
1023,CA,Alameda-County,San Leandro,15235 Central Ave,94578,Single Family Residential,New,"829,000",1947,4.0,2.0,1632.0,"1,632Sq Ft","5,400 Sq. Ft.",,5,47,55.0,No,"844,713"
1024,CA,Alameda-County,OAKLAND,1030 24th St,94607,Residential Lot,Active,"330,000",1947,,,3366.0,"3,366Sq Ft (Lot)","3,366 Sq. Ft.",,7,89,95.0,No,"327,879"
1025,CA,Alameda-County,Berkeley,2690 Shasta Rd,94708,Single Family Residential,Active,"1,595,000",1979,3.0,2.5,3070.0,"3,070Sq Ft","6,507 Sq. Ft.",,8,31,33.0,No,
1026,CA,Alameda-County,Piedmont,174 Indian Rd,94610,Single Family Residential,New,"2,495,000",1951,3.0,2.5,2643.0,"2,643Sq Ft","8,700 Sq. Ft.",,9,29,17.0,Yes,"2,887,974"
1027,CA,Alameda-County,Fremont,47850 Masters Ct,94539,Single Family Residential,New,"1,799,900",1963,4.0,3.0,1821.0,"1,821Sq Ft","7,920 Sq. Ft.",,9,51,52.0,Yes,"1,799,936"
1028,CA,Alameda-County,FREMONT,3777 Oxford Cmn,94536,Townhouse,Active,"745,000",1973,2.0,1.5,1024.0,"1,024Sq Ft",792 Sq. Ft.,,8,54,51.0,No,"745,923"
1029,CA,Alameda-County,Oakland,1821 106Th Ave,94603,Single Family Residential,New,"509,950",1937,2.0,1.0,1076.0,"1,076Sq Ft","3,900 Sq. Ft.",,3,65,74.0,Yes,"529,846"
1030,CA,Alameda-County,OAKLAND,4908 Fairfax Ave,94601,Single Family Home,Active,"998,000",1915,4.0,2.0,1617.0,"1,617Sq Ft","6,200 Sq. Ft.",,4,75,42.0,Yes,"1,033,850"
1031,CA,Alameda-County,OAKLAND,665 S Elmhurst Ave,94603,Single Family Home,Active,"498,000",1907,2.0,1.0,945.0,945Sq Ft,"5,000 Sq. Ft.",,3,67,60.0,No,"500,867"
1032,CA,Alameda-County,Castro Valley,26306 Fairview Ave,94546,Vacant Land,Active,"450,000",1907,,,,"39,042.00","39,042.00 Acres",,8,0,3.0,No,"453,829"
1033,CA,Alameda-County,SAN LEANDRO,157 Santa Teresa #157,94579,Double-Wide Mobile Home,Active,"245,000",1971,2.0,2.0,1344.0,"1,344Sq Ft",,,7,61,64.0,No,"243,763"
1034,CA,Alameda-County,Fremont,4376 Hyde Cmn,94538,Single Family Residential,New,"1,399,800",2010,4.0,3.5,1737.0,"1,737Sq Ft","10,706 Sq. Ft.",,8,82,58.0,Yes,"1,451,634"
1035,CA,Alameda-County,UNION CITY,2529 Trailside Way,94587,Single Family Home,Active,"1,858,888",1999,5.0,3.0,2521.0,"2,521Sq Ft","7,867 Sq. Ft.",,8,47,55.0,Yes,"1,865,861"
1036,CA,Alameda-County,Fremont,43139 Calle Sagrada,94539,Single Family Residential,New,"1,995,000",2019,4.0,3.5,2374.0,"2,374Sq Ft","1,451 Sq. Ft.",,9,63,53.0,Yes,"2,003,417"
1037,CA,Alameda-County,Fremont,1053 Huntington Cmn,94536,Condo,New,"899,950",1988,3.0,2.5,1284.0,"1,284Sq Ft",,,7,28,68.0,Yes,"897,978"
1038,CA,Alameda-County,Oakland,3963 Altamont Ave,94605,Single Family Residential,New,"649,000",1925,2.0,1.5,1053.0,"1,053Sq Ft","6,250 Sq. Ft.",,4,39,39.0,No,
1039,CA,Alameda-County,San Leandro,14301 Santiago Rd,94577,Single Family Residential,New,"888,888",1963,3.0,2.0,1126.0,"1,126Sq Ft","6,188 Sq. Ft.",,5,49,49.0,Yes,"896,724"
1040,CA,Alameda-County,Berkeley,2747 San Pablo Ave #212,94702,Condo,New,"629,000",2020,1.0,1.5,773.0,773Sq Ft,0.40 Acres,,8,92,92.0,Yes,"637,131"
1041,CA,Alameda-County,FREMONT,3850 Great Salt Lake Ct,94555,Single Family Home,Active,"1,199,000",1978,3.0,2.5,1335.0,"1,335Sq Ft","3,988 Sq. Ft.",,9,67,57.0,Yes,"1,200,397"
1042,CA,Alameda-County,Fremont,37490 Parish Cir Unit 19E,94536,Condo,New,"649,000",1989,2.0,2.0,942.0,942Sq Ft,2.84 Acres,,8,82,60.0,Yes,"647,916"
1043,CA,Alameda-County,Berkeley,6728 Charing Cross,94705,Single Family Residential,New,"2,950,000",2022,4.0,4.5,3020.0,"3,020Sq Ft","7,594 Sq. Ft.",,8,11,30.0,Yes,"3,125,675"
1044,CA,Alameda-County,Fremont,45009 Challenge Cmn #200,94538,Condo,Active,"950,000",2020,2.0,2.0,1279.0,"1,279Sq Ft","9,498 Sq. Ft.",,8,35,60.0,Yes,"950,510"
1045,CA,Alameda-County,Livermore,1107 Florence Rd,94550,Single Family Residential,New,"1,335,000",1968,4.0,2.0,2024.0,"2,024Sq Ft","7,913 Sq. Ft.",,8,38,62.0,Yes,"1,365,248"
1046,CA,Alameda-County,UNION CITY,4209 Lunar Way,94587,Townhouse,Active,"630,000",1970,2.0,1.0,856.0,856Sq Ft,"1,725 Sq. Ft.",,8,80,58.0,Yes,"630,925"
1047,CA,Alameda-County,Oakland,631 Wesley Ave,94610,Single Family Residential,New,"995,000",1922,3.0,1.0,1460.0,"1,460Sq Ft","4,365 Sq. Ft.",,7,95,71.0,Yes,"1,198,123"
1048,CA,Alameda-County,UNION CITY,2613 Central Ct,94587,Single Family Home,Active,"1,429,999",1975,4.0,2.0,1544.0,"1,544Sq Ft","7,600 Sq. Ft.",,8,47,60.0,Yes,"1,419,408"
1049,CA,Alameda-County,Oakland,62 Crestmont Dr,94619,Single Family Residential,New,"1,395,000",1960,4.0,3.0,2133.0,"2,133Sq Ft",0.31 Acres,,5,10,15.0,Yes,
1050,CA,Alameda-County,Fremont,4762 Driftwood,94536,Single Family Residential,Active,"1,199,000",1955,3.0,2.0,1167.0,"1,167Sq Ft","5,580 Sq. Ft.",,7,37,45.0,Yes,"1,206,434"
1051,CA,Alameda-County,Oakland,956 54Th St,94608,Single Family Residential,New,"1,050,000",1900,3.0,2.0,2000.0,"2,000Sq Ft","3,000 Sq. Ft.",,7,89,99.0,Yes,"1,214,613"
1052,CA,Alameda-County,Berkeley,1733 Francisco St Unit D,94703,Townhouse,New,"975,000",1969,3.0,1.5,1160.0,"1,160Sq Ft","7,325 Sq. Ft.",,8,90,98.0,Yes,"1,127,586"
1053,CA,Alameda-County,Union City,34717 Alvarado Niles Rd #3,94587,Condo,New,"490,000",1972,2.0,1.0,903.0,903Sq Ft,,,8,82,69.0,No,"490,331"
1054,CA,Alameda-County,Oakland,4438 Camden St,94619,Single Family Residential,Active,"650,000",1948,3.0,1.5,1136.0,"1,136Sq Ft","4,524 Sq. Ft.",,5,82,46.0,No,"670,939"
1055,CA,Alameda-County,Alameda,2828 Encinal,94501,Single Family Residential,New,"898,000",1900,2.0,1.0,1000.0,"1,000Sq Ft","2,556 Sq. Ft.",,9,81,83.0,No,"1,094,301"
1056,CA,Alameda-County,Livermore,5330 Sandra Way,94550,Single Family Residential,New,"1,198,000",1968,3.0,2.5,2174.0,"2,174Sq Ft","9,992 Sq. Ft.",,7,21,67.0,Yes,"1,232,529"
1057,CA,Alameda-County,Hayward,655 Foster Ct #1,94544,Townhouse,Active,"550,000",1981,2.0,1.5,1125.0,"1,125Sq Ft",1.51 Acres,,6,35,51.0,Yes,"550,465"
1058,CA,Alameda-County,PLEASANTON,822 Saint John Ct,94566,Single Family Home,Active,"1,799,000",1997,4.0,3.0,2600.0,"2,600Sq Ft","4,000 Sq. Ft.",,9,78,72.0,Yes,"1,800,272"
1059,CA,Alameda-County,FREMONT,45168 Tom Blalock St #106,94539,Condo,Active,"1,298,000",2020,2.0,2.0,1925.0,"1,925Sq Ft",,,7,30,63.0,Yes,"1,297,159"
1060,CA,Alameda-County,Castro Valley,4147 Ravenwood Pl,94546,Townhouse,New,"698,000",1970,2.0,1.5,1168.0,"1,168Sq Ft",820 Sq. Ft.,,8,59,38.0,Yes,"726,342"
1061,CA,Alameda-County,Dublin,7720 Donohue Dr,94568,Single Family Residential,New,"1,199,999",1960,3.0,2.0,1116.0,"1,116Sq Ft","6,600 Sq. Ft.",,9,64,71.0,Yes,"1,202,897"
1062,CA,Alameda-County,Fremont,41004 Genesis Cmn,94538,Townhouse,New,"1,099,900",2018,3.0,2.5,1662.0,"1,662Sq Ft","1,025 Sq. Ft.",,8,86,61.0,Yes,"1,114,627"
1063,CA,Alameda-County,Oakland,763 Franklin St #418,94607,Condo,New,"369,000",1989,1.0,1.0,682.0,682Sq Ft,,,8,100,84.0,No,"367,690"
1064,CA,Alameda-County,Oakland,1600 Peralta St,94607,Vacant Land,Active,"285,000",1989,,,2348.0,"2,348Sq Ft (Lot)","2,348 Sq. Ft.",,7,84,94.0,No,"286,510"
1065,CA,Alameda-County,Oakland,9840 Lawlor St,94605,Single Family Residential,New,"550,000",1920,2.0,1.0,733.0,733Sq Ft,"6,254 Sq. Ft.",,4,64,45.0,Yes,"553,394"
1066,CA,Alameda-County,Fremont,1918 Kilowatt Way #101,94539,Condo,New,"1,880,125",2023,4.0,3.5,2460.0,"2,460Sq Ft",,,7,17,60.0,Yes,
1067,CA,Alameda-County,FREMONT,244 Scotia Ct,94539,Single Family Home,Active,"3,098,888",1989,4.0,3.0,3168.0,"3,168Sq Ft","8,368 Sq. Ft.",,9,30,38.0,Yes,"3,096,689"
1068,CA,Alameda-County,Berkeley,20 Brookside Ave,94705,Single Family Residential,New,"3,195,000",1916,3.0,3.0,3472.0,"3,472Sq Ft","6,222 Sq. Ft.",,8,91,64.0,Yes,
1069,CA,Alameda-County,Oakland,3239 C Louise St,94608,Single Family Residential,New,"1,095,000",2017,3.0,3.5,2008.0,"2,008Sq Ft","1,812 Sq. Ft.",,7,85,98.0,Yes,"1,176,836"
1070,CA,Alameda-County,Newark,37794 Rockspray St,94560,Single Family Residential,New,"1,250,000",1969,4.0,2.0,1880.0,"1,880Sq Ft","7,200 Sq. Ft.",,6,62,46.0,Yes,"1,296,422"
1071,CA,Alameda-County,Berkeley,1475 CAMPUS Dr,94708,Single Family Residential,New,"1,150,000",1972,3.0,2.5,1434.0,"1,434Sq Ft","6,588 Sq. Ft.",,8,27,34.0,Yes,
1072,CA,Alameda-County,Hayward,22226 Peralta St,94541,Single Family Residential,New,"739,000",1926,3.0,1.0,1370.0,"1,370Sq Ft","7,500 Sq. Ft.",,5,79,61.0,Yes,"754,122"
1073,CA,Alameda-County,Oakland,1215 106Th Ave,94603,Single Family Residential,New,"799,800",1910,5.0,3.0,2400.0,"2,400Sq Ft","7,500 Sq. Ft.",,5,74,70.0,Yes,"814,860"
1074,CA,Alameda-County,Oakland,3216 Brookdale Ave,94602,Single Family Residential,New,"899,999",1952,4.0,2.0,2153.0,"2,153Sq Ft","6,650 Sq. Ft.",,5,68,57.0,No,"918,710"
1075,CA,Alameda-County,Alameda,2205 San Antonio Ave Unit F,94501,Condo,New,"684,888",1975,2.0,1.5,962.0,962Sq Ft,"7,500 Sq. Ft.",,9,94,74.0,Yes,"687,857"
1076,CA,Alameda-County,Dublin,8051 Crossridge Rd,94568-3496,Single Family Residential,New,"1,649,000",1988,5.0,2.5,2487.0,"2,487Sq Ft","5,666 Sq. Ft.",,9,12,40.0,Yes,"1,665,235"
1077,CA,Alameda-County,Dublin,4101 Doak Ct,94568,Single Family Residential,New,"1,399,000",2000,4.0,2.5,2009.0,"2,009Sq Ft","3,290 Sq. Ft.",,9,49,68.0,Yes,"1,433,231"
1078,CA,Alameda-County,Hayward,25824 Scripps St,94545,Single Family Residential,New,"749,950",1959,3.0,2.0,1359.0,"1,359Sq Ft","5,734 Sq. Ft.",,5,61,66.0,Yes,"766,959"
1079,CA,Alameda-County,Oakland,2626 Hickory St,94602,Single Family Residential,New,"845,000",1941,2.0,2.0,1465.0,"1,465Sq Ft","4,128 Sq. Ft.",,5,84,73.0,Yes,
1080,CA,Alameda-County,Oakland,25 Lexford Pl,94619,Single Family Residential,New,"1,995,000",1957,6.0,4.0,3315.0,"3,315Sq Ft",1.10 Acres,,4,1,7.0,Yes,
1081,CA,Alameda-County,Oakland,3214 13th Ave,94610,Multi-Family (2-4 Unit),New,"679,999",1895,4.0,2.0,1662.0,"1,662Sq Ft","2,097 Sq. Ft.",,7,64,48.0,No,"686,042"
1082,CA,Alameda-County,OAKLAND,801 Franklin St #1005,94607,Condo,Active,"535,000",1976,2.0,1.5,1140.0,"1,140Sq Ft",,,8,100,84.0,Yes,"535,150"
1083,CA,Alameda-County,Union City,2427 Balmoral St,94587,Single Family Residential,Active,"1,274,900",1968,4.0,2.0,1888.0,"1,888Sq Ft","9,121 Sq. Ft.",,8,32,48.0,Yes,"1,270,561"
1084,CA,Alameda-County,Hayward,29048 Mendez Rd,94544,Mobile/Manufactured Home,New,"298,000",1968,2.0,2.0,1480.0,"1,480Sq Ft",,,3,42,57.0,Yes,"297,729"
